Rk,Player,Pos,Tm,Salary
1,Kirk Cousins\CousKi00,QB,MIN,$27500000
2,Marcus Mariota\MariMa01,QB,TEN,$20922000
,Jameis Winston\WinsJa00,QB,TAM,$20922000
4,Derek Carr\CarrDe02,QB,OAK,$19900000
5,Joe Flacco\FlacJo00,QB,DEN,$18500000
6,Jimmy Garoppolo\GaroJi00,QB,SFO,$17200000
7,Von Miller\MillVo00,LB,DEN,$17000000
,Melvin Ingram\IngrMe00,DE,LAC,$17000000
,Mike Evans\EvanMi00,WR,TAM,$17000000
10,Odell Beckham\BeckOd00,WR,CLE,$16750000
11,Chandler Jones\JoneCh03,DE,ARI,$16500000
12,Cam Newton\NewtCa00,QB,CAR,$16200000
13,Andy Dalton\DaltAn00,QB,CIN,$16000000
14,Jadeveon Clowney\ClowJa00,DE,SEA,$15967200
15,Olivier Vernon\VernOl00,DE,CLE,$15250000
16,Grady Jarrett\JarrGr00,DT,ATL,$15209000
17,Antonio Brown\BrowAn04,WR,NWE,$14625000
18,Taylor Lewan\LewaTa00,OT,TEN,$14500000
19,Leonard Williams\WillLe02,DT,2TM,$14200000
20,Tom Brady\BradTo00,QB,NWE,$14000000
21,Amari Cooper\CoopAm00,WR,DAL,$13924000
22,Jason Pierre-Paul\PierJa99,DE,TAM,$13650000
23,Matthew Stafford\StafMa00,QB,DET,$13500000
24,Reshad Jones\JoneRe99,DB,MIA,$13015000
25,Russell Okung\OkunRu20,T,LAC,$13000000
,J.J. Watt\WattJ.00,DE,HOU,$13000000
,Andrew Norwell\NorwAn01,G,JAX,$13000000
,A.J. Bouye\BouyA.00,CB,JAX,$13000000
,T.Y. Hilton\HiltT.00,WR,IND,$13000000
30,Nate Solder\SoldNa00,T,NYG,$12900000
31,Vic Beasley\BeasVi00,OLB,ATL,$12810000
32,Darius Slay\SlayDa00,CB,DET,$12550000
33,Brandon Scherff\ScheBr00,G,WAS,$12525000
34,Kawann Short\ShorKa00,DT,CAR,$12500000
,Jarvis Landry\LandJa00,WR,CLE,$12500000
,DeAndre Hopkins\HopkDe00,WR,HOU,$12500000
37,Calais Campbell\CampCa99,DE,JAX,$12000000
38,Sammy Watkins\WatkSa00,WR,KAN,$11950000
39,Alshon Jeffery\JeffAl00,WR,PHI,$11750000
40,Eli Manning\MannEl00,QB,NYG,$11500000
41,Patrick Peterson\PetePa00,CB,ARI,$11000000
,Larry Fitzgerald\FitzLa00,WR,ARI,$11000000
,Josh Norman\NormJo01,CB,WAS,$11000000
,Philip Rivers\RivePh00,QB,LAC,$11000000
45,Terron Armstead\ArmsTe00,OT,NOR,$10700000
46,Jurrell Casey\CaseJu00,DL,TEN,$10550000
47,Malcolm Butler\ButlMa01,CB,TEN,$10500000
,Bobby Wagner\WagnBo00,ILB,SEA,$10500000
,Ryan Kerrigan\KerrRy00,DE,WAS,$10500000
50,Xavier Rhodes\RhodXa00,CB,MIN,$10400000
51,Eric Fisher\FishEr00,OT,KAN,$10350000
52,Emmanuel Sanders\SandEm00,WR,2TM,$10250000
,Andrew Whitworth\WhitAn20,T,LAR,$10250000
54,Janoris Jenkins\JenkJa03,CB,2TM,$10150000
55,Luke Kuechly\KuecLu00,ILB,CAR,$10000059
56,Ryan Jensen\JensRy00,T,TAM,$10000000
,Kevin Zeitler\ZeitKe00,G,NYG,$10000000
,Keenan Allen\AlleKe00,WR,LAC,$10000000
,Tyron Smith\SmitTy00,OT,DAL,$10000000
,Zack Martin\MartZa00,G,DAL,$10000000
,Joe Haden\HadeJo99,DB,PIT,$10000000
62,Allen Robinson\RobiAl02,WR,CHI,$9900000
63,Lavonte David\DaviLa00,OLB,TAM,$9750000
64,Kelechi Osemele\OsemKe00,T,NYJ,$9700000
65,D.J. Humphries\HumpD.00,OT,ARI,$9625000
,Andrus Peat\PeatAn00,OT,NOR,$9625000
67,Julio Jones\JoneJu02,WR,ATL,$9600000
68,Jimmy Smith\SmitJi03,CB,BAL,$9500000
,Logan Ryan\RyanLo00,CB,TEN,$9500000
,Desmond Trufant\TrufDe00,CB,ATL,$9500000
71,Danielle Hunter\HuntDa01,DE,MIN,$9400000
,Riley Reiff\ReifRi00,OT,MIN,$9400000
73,Nelson Agholor\AghoNe00,WR,PHI,$9387000
74,Brandon Williams\WillBr02,DT,BAL,$9250000
75,Shaq Thompson\ThomSh01,OLB,CAR,$9232000
,Bud Dupree\DuprAl00,DE,PIT,$9232000
77,Dre Kirkpatrick\KirkDr00,CB,CIN,$9150000
78,Aaron Donald\DonaAa00,DT,LAR,$9108000
79,Damarious Randall\RandDa00,FS,CLE,$9069000
,Marcus Peters\PeteMa00,CB,2TM,$9069000
,Trae Waynes\WaynTr00,CB,MIN,$9069000
82,Arik Armstead\ArmsAr01,DE,SFO,$9046000
83,Ricky Wagner\WagnRi00,OT,DET,$9000000
,Devin McCourty\McCoDe99,DB,NWE,$9000000
85,Stefon Diggs\DiggSt00,WR,MIN,$8900000
,Linval Joseph\JoseLi99,DT,MIN,$8900000
87,Cameron Heyward\HeywCa01,DE,PIT,$8750000
88,Alex Mack\MackAl20,C,ATL,$8500000
,David Bakhtiari\BakhDa00,OT,GNB,$8500000
,Prince Amukamara\AmukPr00,CB,CHI,$8500000
91,Harrison Smith\SmitHa00,FS,MIN,$8350000
92,Rodney Hudson\HudsRo00,OL,OAK,$8250000
93,Ronald Leary\LearRo00,G,DEN,$8150000
94,Malcolm Jenkins\JenkMa99,DB,PHI,$8100000
95,Joe Staley\StalJo20,T,SFO,$8050000
96,Geno Atkins\AtkiGe99,DT,CIN,$8000000
,Aqib Talib\TaliAq99,DB,LAR,$8000000
,Akiem Hicks\HickAk00,DE,CHI,$8000000
,Brandon Brooks\BrooBr00,G,PHI,$8000000
,Casey Hayward\HaywCa00,DB,LAC,$8000000
,Zach Ertz\ErtzZa00,TE,PHI,$8000000
,Derek Wolfe\WolfDe00,DT,DEN,$8000000
,Sheldon Richardson\RichSh00,DT,CLE,$8000000
,Duane Brown\BrowDu20,T,SEA,$8000000
,Cameron Jordan\JordCa00,DE,NOR,$8000000
,Kelvin Beachum\BeacKe00,T,NYJ,$8000000
,Tony Jefferson\JeffTo00,FS,BAL,$8000000
,Trumaine Johnson\JohnTr05,CB,NYJ,$8000000
109,Kenny Stills\StilKe00,WR,HOU,$7975000
110,Charles Leno\LenoCh00,OG,CHI,$7900000
111,Mike Daniels\DaniMi00,DT,DET,$7800000
,Chris Harris\HarrCh01,CB,DEN,$7800000
113,Michael Brockers\BrocMi00,DT,LAR,$7777777
114,Larry Warford\WarfLa00,OG,NOR,$7650000
115,Jabaal Sheard\SheaJa00,DL,IND,$7500000
,Travis Kelce\KelcTr00,TE,KAN,$7500000
,T.J. Carrie\CarrTr00,CB,CLE,$7500000
,Aaron Colvin\ColvAa00,CB,2TM,$7500000
119,Kyle Rudolph\RudoKy00,TE,MIN,$7275000
120,Marqise Lee\LeexMa00,WR,JAX,$7250000
,Cordy Glenn\GlenCo00,T,CIN,$7250000
122,Star Lotulelei\LotuSt00,DT,BUF,$7150000
123,David DeCastro\DeCaDa00,G,PIT,$7070000
124,Christian Kirksey\KirkCh00,OLB,CLE,$7000000
,Tyrone Crawford\CrawTy00,DE,DAL,$7000000
,Donovan Smith\SmitDo02,OT,TAM,$7000000
,Dont'a Hightower\HighDo01,ILB,NWE,$7000000
,Marshal Yanda\YandMa20,G,BAL,$7000000
,Richard Sherman\SherRi00,DB,SFO,$7000000
,Cameron Brate\BratCa00,TE,TAM,$7000000
131,Albert Wilson\WilsAl02,WR,MIA,$6975000
132,Jerry Hughes\HughJe99,DE,BUF,$6800000
133,Gabe Jackson\JackGa00,OG,OAK,$6750000
,Damon Harrison\HarrDa03,DT,DET,$6750000
135,Trey Burton\BurtTr01,TE,CHI,$6700000
136,La'el Collins\CollLa01,OT,DAL,$6516750
137,Marvin Jones\JoneMa02,WR,DET,$6500000
,Zach Fulton\FultZa00,OG,HOU,$6500000
,Jake Matthews\MattJa00,OT,ATL,$6500000
,Mario Addison\AddiMa00,DE,CAR,$6500000
,Anthony Hitchens\HitcAn00,OLB,KAN,$6500000
,Joel Bitonio\BitoJo00,OT,CLE,$6500000
143,Kiko Alonso\AlonKi00,ILB,NOR,$6485000
144,Everson Griffen\GrifEv99,DE,MIN,$6400000
145,Byron Jones\JoneBy00,CB,DAL,$6266000
146,Anthony Castonzo\CastAn00,LT,IND,$6250000
147,Laurent Duvernay-Tardif\DuveLa00,OT,KAN,$6203000
148,LeSean McCoy\McCoLe01,RB,KAN,$6175000
149,Chris Hubbard\HubbCh00,G,CLE,$6150000
150,DaQuan Jones\JoneDa04,DT,TEN,$6000000
,Stephon Tuitt\TuitSt00,DT,PIT,$6000000
,Mitchell Schwartz\SchwMi00,T,KAN,$6000000
,Robert Quinn\QuinRo00,DE,DAL,$6000000
,Mohamed Sanu\SanuMo00,WR,2TM,$6000000
,Travis Frederick\FredTr00,C,DAL,$6000000
,Benardrick McKinney\McKiBe00,ILB,HOU,$6000000
,Robert Woods\WoodRo02,WR,LAR,$6000000
,Brian Winters\WintBr00,OG,NYJ,$6000000
,Mike Pouncey\PounMi00,C,LAC,$6000000
160,Demario Davis\DaviDe00,OLB,NOR,$5950000
161,Adam Thielen\ThieAd00,WR,MIN,$5850000
162,Danny Trevathan\TrevDa00,OLB,CHI,$5800000
,Trent Murphy\MurpTr00,DE,BUF,$5800000
,Bryan Bulaga\BulaBr20,T,GNB,$5800000
165,D.J. Hayden\HaydDJ00,CB,JAX,$5750000
,Whitney Mercilus\MercWh00,DE,HOU,$5750000
167,David Johnson\JohnDa08,RB,ARI,$5700000
168,Melvin Gordon\GordMe00,RB,LAC,$5605000
169,Bobby McCain\McCaBo01,CB,MIA,$5600000
170,J.C. Tretter\TretJC00,OG,CLE,$5500000
,Weston Richburg\RichWe00,C,SFO,$5500000
,Greg Robinson\RobiGr01,OT,CLE,$5500000
,Brandon Linder\LindBr00,OG,JAX,$5500000
,Taylor Gabriel\GabrTa00,WR,CHI,$5500000
,Marcus Cannon\CannMa00,OL,NWE,$5500000
176,Trai Turner\TurnTr01,OG,CAR,$5297000
177,Eric Ebron\EbroEr00,TE,IND,$5250000
,Travis Benjamin\BenjTr00,WR,LAC,$5250000
,Ndamukong Suh\SuhxNd99,DT,TAM,$5250000
180,Jack Doyle\DoylJa00,TE,IND,$5150000
181,Nick Foles\FoleNi00,QB,JAX,$5000000
,Tyrell Williams\WillTy00,WR,OAK,$5000000
,Alejandro Villanueva\VillAl00,T,PIT,$5000000
,Justin Pugh\PughJu00,OG,ARI,$5000000
,Russell Wilson\WilsRu00,QB,SEA,$5000000
,Todd Gurley\GurlTo01,RB,LAR,$5000000
,Trent Brown\BrowTr02,OT,OAK,$5000000
,Paul Richardson\RichPa01,WR,WAS,$5000000
,Ja'Wuan James\JameJa01,OT,DEN,$5000000
,Bradley Roby\RobyBr00,CB,HOU,$5000000
191,Robbie Gould\gouldrob01,K,SFO,$4971000
192,Dee Ford\FordDe00,DE,SFO,$4750000
,Vernon Davis\DaviVe00,TE,WAS,$4750000
,Morgan Moses\MoseMo00,OT,WAS,$4750000
195,Lamarcus Joyner\JoynLa00,CB,OAK,$4700000
196,Dontari Poe\PoexDo00,DT,CAR,$4500000
,Ben Jones\JoneBe01,C,TEN,$4500000
,Brandon Carr\CarrBr99,DB,BAL,$4500000
,Justin Britt\BritJu00,OT,SEA,$4500000
200,Rhett Ellison\ElliRh00,FB,NYG,$4475000
201,Mitch Morse\MorsMi00,OT,BUF,$4400000
202,Corey Linsley\LinsCo00,C,GNB,$4300000
203,Jared Goff\GoffJa00,QB,LAR,$4259683
204,Eric Weddle\WeddEr99,DB,LAR,$4250524
205,Kyle Van Noy\VanNKy00,OLB,NWE,$4250000
,Danny Amendola\AmenDa00,WR,DET,$4250000
,D.J. Swearinger\SweaDJ00,FS,3TM,$4250000
208,Kyle Juszczyk\JuszKy00,FB,SFO,$4200000
,Vance McDonald\McDoVa00,TE,PIT,$4200000
210,Eric Kendricks\KendEr00,ILB,MIN,$4150000
211,A.J. Klein\KleiAJ00,ILB,NOR,$4100000
212,Delanie Walker\WalkHu00,TE,TEN,$4080000
213,Patrick Robinson\RobiPa99,DB,NOR,$4000000
,Alec Ogletree\OgleAl00,OLB,NYG,$4000000
,Todd Davis\DaviTo01,LB,DEN,$4000000
,Allen Hurns\HurnAl01,WR,MIA,$4000000
,Shaq Mason\MasoSh01,G,NWE,$4000000
,Chase Daniel\DaniCh00,QB,CHI,$4000000
,Dion Lewis\LewiDi00,RB,TEN,$4000000
220,Demar Dotson\DotsDe00,T,TAM,$3975000
221,Micah Hyde\HydeMi00,CB,BUF,$3950000
,Rashan Gary\GaryRa00,DL,GNB,$3950000
223,Tyler Lockett\LockTy00,WR,SEA,$3907000
224,Ezekiel Elliott\ElliEz00,RB,DAL,$3853137
225,John Brown\BrowJo02,WR,BUF,$3800000
226,Devonta Freeman\FreeDe00,RB,ATL,$3750000
,William Gholston\GholWi00,DE,TAM,$3750000
228,Jalen Ramsey\RamsJa00,CB,2TM,$3634227
229,Daniel Sorensen\SoreDa01,S,KAN,$3600000
230,Rodger Saffold\SaffRo20,T,TEN,$3500000
,James Hurst\HursJa00,OT,BAL,$3500000
,Shawn Williams\WillSh02,SS,CIN,$3500000
,Devon Kennard\KennDe00,OLB,DET,$3500000
,Case Keenum\KeenCa00,QB,WAS,$3500000
,DeVante Parker\ParkDe01,WR,MIA,$3500000
,Jason Peters\PeteJa21,T,PHI,$3500000
,Ricardo Allen\AlleRi00,CB,ATL,$3500000
,Denico Autry\AutrDe00,DE,IND,$3500000
239,Jimmy Graham\GrahJi00,TE,GNB,$3450000
240,Barkevious Mingo\MingBa00,OLB,HOU,$3400000
,Giovani Bernard\BernGi00,RB,CIN,$3400000
,Abry Jones\JoneAb00,DT,JAX,$3400000
243,Nickell Robey-Coleman\RobeNi00,CB,LAR,$3300000
244,Cameron Wake\WakeCa00,LB,TEN,$3250000
,Tramon Williams\WillTr99,DB,GNB,$3250000
,Johnny Hekker\HekkJo00,P,LAR,$3250000
,Kareem Martin\MartKa00,DE,NYG,$3250000
,Corey Peters\PeteCo00,DT,ARI,$3250000
249,Ronnie Stanley\StanRo00,OT,BAL,$3243318
250,Myles Garrett\GarrMy00,DE,CLE,$3229750
251,Mason Crosby\CrosMa20,K,GNB,$3200000
,Ty Nsekhe\NsekTy00,T,BUF,$3200000
253,Sam Koch\KochSa20,P,BAL,$3150000
254,Ali Marpet\MarpAl00,C,TAM,$3125000
255,Darnell Savage\SavaDa00,S,GNB,$3120000
256,Carlos Dunlap\DunlCa99,DE,CIN,$3100000
257,Patrick Onwuasor\OnwuPa00,LB,BAL,$3095000
,B.J. Finney\FinnB.01,C,PIT,$3095000
,Jonathan Jones\JoneJo03,DB,NWE,$3095000
,Robby Anderson\AndeRo04,WR,NYJ,$3095000
,Ka'imi Fairbairn\FairKa01,K,HOU,$3095000
,Jalen Richard\RichJa01,RB,OAK,$3095000
,Matthias Farley\FarlMa00,DB,NYJ,$3095000
,Michael Pierce\PierMi00,DT,BAL,$3095000
,Shelby Harris\HarrSh00,DE,DEN,$3095000
,Trey Hopkins\HopkTr01,G,CIN,$3095000
,Chester Rogers\RogeCh02,WR,IND,$3095000
,George Fant\FantGe00,T,SEA,$3095000
,Cory Littleton\LittCo01,LB,LAR,$3095000
,Anthony Harris\HarrAn01,DB,MIN,$3095000
,Evan Boehm\BoehEv00,C,MIA,$3095000
,Daryl Worley\WorlDa00,CB,OAK,$3095000
273,Devin Funchess\FuncDe00,WR,IND,$3000000
,Gerald McCoy\McCoGe99,DT,CAR,$3000000
,Kareem Jackson\JackKa99,DB,DEN,$3000000
,Terrell Suggs\SuggTe99,LB-DE,2TM,$3000000
,Ben Watson\WatsBe00,TE,NWE,$3000000
,Jaquiski Tartt\TartJa00,SS,SFO,$3000000
,Clay Matthews\MattCl99,LB,LAR,$3000000
,Colt McCoy\McCoCo00,QB,WAS,$3000000
,Quinton Dunbar\DunbQu00,WR,WAS,$3000000
,Willie Snead\SneaWi00,WR,BAL,$3000000
,Cordarrelle Patterson\PattCo00,WR,CHI,$3000000
,Michael Bennett\BennMi99,DE,2TM,$3000000
285,Marquise Goodwin\GoodMa00,WR,SFO,$2950000
,Jordan Poyer\PoyeJo00,CB,BUF,$2950000
,Thomas Morstead\MorsTh00,P,NOR,$2950000
,Wesley Woodyard\WoodWe20,LB,TEN,$2950000
,Tahir Whitehead\WhitTa00,OLB,OAK,$2950000
290,Leonard Fournette\FourLe00,RB,JAX,$2933258
291,Johnathan Joseph\JoseJo20,DB,HOU,$2900000
,Bradley McDougald\McDoBr01,FS,SEA,$2900000
,Akeem Spence\SpenAk00,DT,2TM,$2900000
,Anthony Barr\BarrAn00,OLB,MIN,$2900000
295,Marcell Dareus\DareMa00,DT,JAX,$2835000
296,Brian Hoyer\HoyeBr00,QB,IND,$2800000
297,Davante Adams\AdamDa01,WR,GNB,$2750000
,Matt Ryan\RyanMa00,QB,ATL,$2750000
,Chris Thompson\ThomCh03,RB,WAS,$2750000
,Brandon McManus\McMaBr01,K,DEN,$2750000
,Senio Kelemete\KeleSe00,T,HOU,$2750000
,Chris Smith\SmitCh03,DE,CLE,$2750000
,Allen Bailey\BailAl00,DL,ATL,$2750000
,Jaron Brown\BrowJa03,WR,SEA,$2750000
305,Britton Colquitt\ColqBr00,P,MIN,$2700000
306,Quandre Diggs\DiggQu00,CB,2TM,$2657000
307,Jack Conklin\ConkJa00,OT,TEN,$2617862
308,Leonard Floyd\FloyLe00,OLB,CHI,$2602208
309,Lane Taylor\TaylLa01,G,GNB,$2600000
310,Jack Crawford\CrawJa00,DE,ATL,$2550000
311,Matthew Bosher\BoshMa00,P,ATL,$2545000
312,Eli Apple\ApplEl00,CB,NOR,$2516225
313,Kyle Long\LongKy00,OT,CHI,$2500000
,Rob Havenstein\HaveRo00,OT,LAR,$2500000
,Duron Harmon\HarmDu00,FS,NWE,$2500000
,Johnson Bademosi\BadeJo00,DB,2TM,$2500000
,Terrance Mitchell\MitcTe00,CB,CLE,$2500000
,Ryan Succop\SuccRy44,K,TEN,$2500000
,Kenny Wiggins\WiggKe00,T,DET,$2500000
,Tashaun Gipson\GipsTa00,DB,HOU,$2500000
,James White\WhitJa02,RB,NWE,$2500000
,Jamon Brown\BrowJa04,OT,ATL,$2500000
,Ben Roethlisberger\RoetBe00,QB,PIT,$2500000
,Ted Ginn\GinnTe00,WR,NOR,$2500000
,Ezekiel Ansah\AnsaEz00,DE,SEA,$2500000
,Virgil Green\GreeVi00,TE,LAC,$2500000
327,Dustin Colquitt\ColqDu20,P,KAN,$2450000
,Christian Jones\JoneCh05,ILB,DET,$2450000
329,Sam Martin\MartSa01,P,DET,$2400000
,Lawrence Guy\GuyxLa00,DT,NWE,$2400000
,Jon Feliciano\FeliJo00,OG,BUF,$2400000
,Bobby Massie\MassBo00,T,CHI,$2400000
,Ryan Kalil\KaliRy20,C,NYJ,$2400000
334,Vernon Hargreaves\HargVe00,CB,2TM,$2383317
335,Kevin Huber\HubeKe20,P,CIN,$2350000
336,Greg Zuerlein\ZuerGr00,K,LAR,$2325000
337,Khalil Mack\MackKh00,OLB,CHI,$2300000
,Ross Cockrell\CockRo00,CB,CAR,$2300000
339,Dustin Hopkins\HopkDu00,K,WAS,$2275000
340,Mike Williams\WillMi07,WR,LAC,$2260448
341,Xavier Williams\WillXa00,DT,KAN,$2257000
342,Jordan Phillips\PhilJo01,DT,BUF,$2250000
,Buster Skrine\SkriBu00,DB,CHI,$2250000
,Ryan Griffin\GrifRy00,TE,NYJ,$2250000
,Daryl Williams\WillDa06,OT,CAR,$2250000
,Eddie Goldman\GoldEd00,DT,CHI,$2250000
,Justin Ellis\ElliJu01,DT,BAL,$2250000
348,Daniel Kilgore\KilgDa00,G,MIA,$2225000
349,Cole Beasley\BeasCo00,WR,BUF,$2200000
,Matt Prater\PratMa20,K,DET,$2200000
351,Sheldon Rankins\RankSh00,DT,NOR,$2195680
352,Laremy Tunsil\TunsLa00,OT,HOU,$2148770
353,Karl Joseph\JoseKa00,SS,OAK,$2070589
354,Daren Bates\BateDa00,LB,TEN,$2050000
355,Christian McCaffrey\McCaCh01,RB,CAR,$2032390
356,Rashod Hill\HillRa01,T,MIN,$2025000
,Will Parks\ParkWi01,S,DEN,$2025000
,Quinton Jefferson\JeffQu00,DT,SEA,$2025000
,Jordan Howard\HowaJo00,RB,PHI,$2025000
,De'Vondre Campbell\CampDe00,OLB,ATL,$2025000
,Kenyan Drake\DrakKe00,RB,2TM,$2025000
,Blake Martinez\MartBl01,ILB,GNB,$2025000
,Matthew Ioannidis\IoanMa01,DT,WAS,$2025000
,D.J. Reader\ReadD.00,DT,HOU,$2025000
,Jordan Jenkins\JenkJo01,OLB,NYJ,$2025000
,Justin Simmons\SimmJu00,FS,DEN,$2025000
,Joe Schobert\SchoJo00,OLB,CLE,$2025000
,Austin Hooper\HoopAu00,TE,ATL,$2025000
,Blake Countess\CounBl00,CB,NYJ,$2025000
,Matt Judon\JudoMa00,DE,BAL,$2025000
